ENTE_SEGN,VOCESOTVOC,CLASSE_UTI,SETCON,DATA_OSSER,VALORE,STATUS,UNIT OF MEASUREMENT,SCALE
3691030,351121441,1005,7015,31/3/1997,507,,UNITS,UNIT
3691030,351121441,1005,7015,31/12/1996,663,,UNITS,UNIT
3691030,351121441,1005,7015,30/9/1996,473,,UNITS,UNIT
3691030,351121441,1005,7015,30/6/1996,751,,UNITS,UNIT
3691030,351121441,1005,7015,31/3/1996,502,,UNITS,UNIT
3691030,351121441,1006,1,30/6/2013,2,,UNITS,UNIT
3691030,351121441,1006,1,31/3/2013,3,,UNITS,UNIT
3691030,351121441,1006,1,31/12/2012,5,,UNITS,UNIT
3691030,351121441,1006,1,30/9/2012,1,,UNITS,UNIT
3691030,351121441,1006,1,31/3/2012,2,,UNITS,UNIT
3691030,351121441,1006,1,31/12/2011,2,,UNITS,UNIT
3691030,351121441,1006,1,30/9/2011,2,,UNITS,UNIT
3691030,351121441,1006,1,31/3/2011,1,,UNITS,UNIT
3691030,351121441,1006,1,31/12/2010,4,,UNITS,UNIT
3691030,351121441,1006,1,30/9/2010,1,,UNITS,UNIT
3691030,351121441,1006,1,30/6/2010,2,,UNITS,UNIT
3691030,351121441,1006,1,31/3/2010,1,,UNITS,UNIT
3691030,351121441,1006,1,31/12/2009,2,,UNITS,UNIT
3691030,351121441,1006,1,30/9/2009,2,,UNITS,UNIT
3691030,351121441,1006,1,31/3/2009,2,,UNITS,UNIT
3691030,351121441,1006,1,31/12/2008,1,,UNITS,UNIT
3691030,351121441,1006,1,30/9/2008,3,,UNITS,UNIT
3691030,351121441,1006,1,31/12/2007,1,,UNITS,UNIT
3691030,351121441,1006,1,31/3/2007,1,,UNITS,UNIT
3691030,351121441,1006,1,31/12/2006,2,,UNITS,UNIT
3691030,351121441,1006,1,30/9/2006,2,,UNITS,UNIT
3691030,351121441,1006,1,30/6/2006,1,,UNITS,UNIT
3691030,351121441,1006,1,31/12/2005,1,,UNITS,UNIT
3691030,351121441,1006,1,30/9/2005,1,,UNITS,UNIT
3691030,351121441,1006,1,30/9/2004,2,,UNITS,UNIT
3691030,351121441,1006,1,31/3/2004,1,,UNITS,UNIT
3691030,351121441,1006,1,31/12/2002,3,,UNITS,UNIT
3691030,351121441,1006,1,30/9/2002,1,,UNITS,UNIT
3691030,351121441,1006,1,31/12/2001,3,,UNITS,UNIT
3691030,351121441,1006,1,31/3/2001,1,,UNITS,UNIT
3691030,351121441,1006,1,30/9/2000,2,,UNITS,UNIT
3691030,351121441,1006,1,30/6/2000,1,,UNITS,UNIT
3691030,351121441,1006,1,31/12/1999,1,,UNITS,UNIT
3691030,351121441,1006,1,30/9/1999,1,,UNITS,UNIT
3691030,351121441,1006,1,30/6/1999,1,,UNITS,UNIT
3691030,351121441,1006,1,31/12/1998,1,,UNITS,UNIT
3691030,351121441,1006,1,30/9/1998,1,,UNITS,UNIT
3691030,351121441,1006,1,31/12/1997,1,,UNITS,UNIT
3691030,351121441,1006,1,30/6/1997,1,,UNITS,UNIT
3691030,351121441,1006,1,31/3/1997,2,,UNITS,UNIT
3691030,351121441,1006,1,30/6/1996,1,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2013,9,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2013,8,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2012,14,,UNITS,UNIT
3691030,351121441,1006,26,30/9/2012,11,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2012,8,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2012,3,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2011,8,,UNITS,UNIT
3691030,351121441,1006,26,30/9/2011,5,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2011,3,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2011,6,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2010,5,,UNITS,UNIT
3691030,351121441,1006,26,30/9/2010,8,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2010,7,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2010,7,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2009,6,,UNITS,UNIT
3691030,351121441,1006,26,30/9/2009,7,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2009,5,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2009,2,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2008,6,,UNITS,UNIT
3691030,351121441,1006,26,30/9/2008,2,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2008,4,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2008,4,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2007,4,,UNITS,UNIT
3691030,351121441,1006,26,30/9/2007,2,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2007,2,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2007,9,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2006,2,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2006,5,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2006,1,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2005,10,,UNITS,UNIT
3691030,351121441,1006,26,30/9/2005,1,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2005,4,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2005,2,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2004,2,,UNITS,UNIT
3691030,351121441,1006,26,30/9/2004,4,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2004,3,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2004,5,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2003,6,,UNITS,UNIT
3691030,351121441,1006,26,30/9/2003,5,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2003,4,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2003,1,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2002,4,,UNITS,UNIT
3691030,351121441,1006,26,30/9/2002,4,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2002,1,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2002,3,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2001,4,,UNITS,UNIT
3691030,351121441,1006,26,30/9/2001,3,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2001,7,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2001,5,,UNITS,UNIT
3691030,351121441,1006,26,31/12/2000,4,,UNITS,UNIT
3691030,351121441,1006,26,30/9/2000,6,,UNITS,UNIT
3691030,351121441,1006,26,30/6/2000,5,,UNITS,UNIT
3691030,351121441,1006,26,31/3/2000,8,,UNITS,UNIT
3691030,351121441,1006,26,31/12/1999,7,,UNITS,UNIT
3691030,351121441,1006,26,30/9/1999,2,,UNITS,UNIT
3691030,351121441,1006,26,30/6/1999,15,,UNITS,UNIT
3691030,351121441,1006,26,31/3/1999,5,,UNITS,UNIT
3691030,351121441,1006,26,31/12/1998,6,,UNITS,UNIT
3691030,351121441,1006,26,30/9/1998,4,,UNITS,UNIT
3691030,351121441,1006,26,30/6/1998,15,,UNITS,UNIT
3691030,351121441,1006,26,31/3/1998,9,,UNITS,UNIT
3691030,351121441,1006,26,31/12/1997,16,,UNITS,UNIT
3691030,351121441,1006,26,30/9/1997,2,,UNITS,UNIT
3691030,351121441,1006,26,30/6/1997,13,,UNITS,UNIT
3691030,351121441,1006,26,31/3/1997,11,,UNITS,UNIT
3691030,351121441,1006,26,31/12/1996,19,,UNITS,UNIT
3691030,351121441,1006,26,30/9/1996,17,,UNITS,UNIT
3691030,351121441,1006,26,30/6/1996,21,,UNITS,UNIT
3691030,351121441,1006,26,31/3/1996,12,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2013,2944,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2013,2578,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2012,2935,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2012,2257,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2012,2265,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2012,2053,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2011,2339,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2011,1761,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2011,1968,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2011,1806,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2010,2238,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2010,1837,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2010,2086,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2010,1913,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2009,2200,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2009,1899,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2009,1953,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2009,1607,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2008,1600,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2008,1079,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2008,1029,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2008,947,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2007,1052,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2007,750,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2007,951,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2007,816,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2006,861,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2006,774,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2006,842,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2006,766,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2005,951,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2005,779,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2005,812,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2005,725,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2004,910,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2004,748,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2004,884,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2004,779,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2003,835,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2003,755,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2003,821,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2003,657,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2002,833,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2002,653,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2002,755,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2002,771,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2001,888,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2001,558,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2001,731,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2001,670,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/2000,806,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/2000,556,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/2000,680,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/2000,688,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/1999,961,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/1999,655,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/1999,802,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/1999,761,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/1998,971,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/1998,673,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/1998,864,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/1998,844,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/1997,1132,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/1997,704,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/1997,869,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/1997,842,,UNITS,UNIT
3691030,351121441,1006,4015,31/12/1996,981,,UNITS,UNIT
3691030,351121441,1006,4015,30/9/1996,749,,UNITS,UNIT
3691030,351121441,1006,4015,30/6/1996,981,,UNITS,UNIT
3691030,351121441,1006,4015,31/3/1996,838,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2013,2485,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2013,2172,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2012,2495,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2012,1894,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2012,1920,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2012,1734,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2011,1957,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2011,1437,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2011,1645,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2011,1498,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2010,1859,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2010,1525,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2010,1753,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2010,1604,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2009,1841,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2009,1600,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2009,1654,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2009,1359,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2008,1341,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2008,917,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2008,851,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2008,797,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2007,860,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2007,617,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2007,782,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2007,674,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2006,708,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2006,634,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2006,683,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2006,643,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2005,776,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2005,636,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2005,667,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2005,611,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2004,761,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2004,610,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2004,750,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2004,666,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2003,693,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2003,641,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2003,702,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2003,560,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2002,688,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2002,533,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2002,626,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2002,625,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2001,746,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2001,477,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2001,620,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2001,562,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/2000,656,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/2000,451,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/2000,569,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/2000,595,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/1999,743,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/1999,540,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/1999,685,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/1999,645,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/1998,787,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/1998,562,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/1998,701,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/1998,707,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/1997,940,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/1997,586,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/1997,715,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/1997,697,,UNITS,UNIT
3691030,351121441,1006,7006,31/12/1996,800,,UNITS,UNIT
3691030,351121441,1006,7006,30/9/1996,608,,UNITS,UNIT
3691030,351121441,1006,7006,30/6/1996,767,,UNITS,UNIT
3691030,351121441,1006,7006,31/3/1996,684,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2013,5,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2013,5,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2012,1,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/2012,4,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2012,8,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2012,2,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2011,5,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/2011,6,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2011,3,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2011,3,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2010,4,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2010,1,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2010,2,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2009,5,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/2009,2,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2009,4,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2009,4,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2008,3,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/2008,1,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2008,1,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2008,2,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2007,2,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2007,2,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2006,1,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/2006,4,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2006,3,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2006,3,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2005,4,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/2005,4,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2005,2,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2005,3,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2004,1,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2004,3,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2004,1,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2003,2,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/2003,2,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2003,1,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2003,1,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2002,2,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/2002,4,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2002,1,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2002,2,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2001,2,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/2001,5,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2001,2,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2001,4,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/2000,5,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/2000,2,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/2000,2,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/2000,1,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/1999,1,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/1999,3,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/1999,4,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/1999,1,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/1998,2,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/1998,3,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/1998,1,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/1998,2,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/1997,5,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/1997,2,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/1997,1,,UNITS,UNIT
3691030,351121441,1006,7009,31/12/1996,1,,UNITS,UNIT
3691030,351121441,1006,7009,30/9/1996,2,,UNITS,UNIT
3691030,351121441,1006,7009,30/6/1996,2,,UNITS,UNIT
3691030,351121441,1006,7009,31/3/1996,4,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2013,214,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2013,195,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2012,235,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2012,188,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2012,165,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2012,155,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2011,197,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2011,150,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2011,170,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2011,162,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2010,205,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2010,165,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2010,176,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2010,177,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2009,189,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2009,171,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2009,163,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2009,144,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2008,137,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2008,94,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2008,117,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2008,86,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2007,105,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2007,76,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2007,92,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2007,78,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2006,78,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2006,64,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2006,79,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2006,78,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2005,88,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2005,90,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2005,79,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2005,59,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2004,81,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2004,79,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2004,69,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2004,58,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2003,71,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2003,56,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2003,53,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2003,54,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2002,88,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2002,57,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2002,79,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2002,66,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2001,76,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2001,33,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2001,54,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2001,43,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/2000,78,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/2000,60,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/2000,53,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/2000,49,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/1999,79,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/1999,58,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/1999,53,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/1999,71,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/1998,87,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/1998,54,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/1998,97,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/1998,66,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/1997,96,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/1997,62,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/1997,59,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/1997,74,,UNITS,UNIT
3691030,351121441,1006,7010,31/12/1996,73,,UNITS,UNIT
3691030,351121441,1006,7010,30/9/1996,69,,UNITS,UNIT
3691030,351121441,1006,7010,30/6/1996,98,,UNITS,UNIT
3691030,351121441,1006,7010,31/3/1996,81,,UNITS,UNIT
3691030,351121441,1006,7015,30/6/2013,221,,UNITS,UNIT
3691030,351121441,1006,7015,31/3/2013,191,,UNITS,UNIT
3691030,351121441,1006,7015,31/12/2012,181,,UNITS,UNIT
3691030,351121441,1006,7015,30/9/2012,155,,UNITS,UNIT
3691030,351121441,1006,7015,30/6/2012,162,,UNITS,UNIT
3691030,351121441,1006,7015,31/3/2012,152,,UNITS,UNIT
3691030,351121441,1006,7015,31/12/2011,165,,UNITS,UNIT
3691030,351121441,1006,7015,30/9/2011,160,,UNITS,UNIT
3691030,351121441,1006,7015,30/6/2011,145,,UNITS,UNIT
3691030,351121441,1006,7015,31/3/2011,132,,UNITS,UNIT
3691030,351121441,1006,7015,31/12/2010,154,,UNITS,UNIT
3691030,351121441,1006,7015,30/9/2010,132,,UNITS,UNIT
3691030,351121441,1006,7015,30/6/2010,145,,UNITS,UNIT
3691030,351121441,1006,7015,31/3/2010,117,,UNITS,UNIT
3691030,351121441,1006,7015,31/12/2009,145,,UNITS,UNIT
3691030,351121441,1006,7015,30/9/2009,114,,UNITS,UNIT
3691030,351121441,1006,7015,30/6/2009,123,,UNITS,UNIT
3691030,351121441,1006,7015,31/3/2009,94,,UNITS,UNIT
3691030,351121441,1006,7015,31/12/2008,107,,UNITS,UNIT
3691030,351121441,1006,7015,30/9/2008,60,,UNITS,UNIT
3691030,351121441,1006,7015,30/6/2008,56,,UNITS,UNIT
