ENTE_SEGN,VOCESOTVOC,CLASSE_UTI,SETCON,DATA_OSSER,VALORE,STATUS,UNIT OF MEASUREMENT,SCALE
3691030,35120163,1004,7009,31/3/2010,0.145,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/2009,0.159,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/2009,0.133,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/2009,0.134,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/2009,0.118,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/2008,0.194,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/2008,0.073,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/2008,0.123,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/2008,0.024,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/2007,0.173,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/2007,0.102,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/2007,0.155,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/2007,0.129,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/2006,0.314,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/2006,0.131,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/2006,0.19,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/2006,0.189,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/2005,0.168,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/2005,0.168,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/2005,0.259,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/2005,0.057,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/2004,0.086,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/2004,0.259,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/2004,0.174,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/2004,0.116,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/2003,0.15,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/2003,0.124,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/2003,0.031,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/2003,0.123,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/2002,0.226,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/2002,0.064,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/2002,0.166,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/2002,0.28,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/2001,0.109,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/2001,0.074,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/2001,0.153,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/2001,0.156,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/2000,0.165,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/2000,0.126,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/2000,0.043,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/2000,0.13,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/1999,0.137,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/1999,0.095,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/1999,0.253,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/1999,0.205,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/1998,0.326,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/1998,0.111,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/1998,0.174,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/1998,0.178,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/1997,0.185,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/1997,0.253,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/1997,0.255,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/1997,0.128,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/12/1996,0.189,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/9/1996,0.199,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,30/6/1996,0.334,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7009,31/3/1996,0.619,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2013,0.546,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2013,0.555,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2012,0.601,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2012,0.522,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2012,0.512,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2012,0.482,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2011,0.533,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2011,0.435,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2011,0.469,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2011,0.442,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2010,0.517,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2010,0.471,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2010,0.522,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2010,0.486,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2009,0.515,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2009,0.439,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2009,0.482,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2009,0.312,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2008,0.372,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2008,0.268,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2008,0.323,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2008,0.293,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2007,0.396,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2007,0.309,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2007,0.375,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2007,0.337,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2006,0.386,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2006,0.336,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2006,0.358,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2006,0.35,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2005,0.373,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2005,0.319,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2005,0.353,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2005,0.307,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2004,0.392,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2004,0.347,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2004,0.33,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2004,0.341,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2003,0.355,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2003,0.31,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2003,0.33,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2003,0.326,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2002,0.421,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2002,0.335,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2002,0.363,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2002,0.323,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2001,0.431,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2001,0.296,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2001,0.348,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2001,0.376,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/2000,0.447,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/2000,0.285,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/2000,0.35,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/2000,0.381,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/1999,0.487,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/1999,0.376,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/1999,0.477,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/1999,0.408,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/1998,0.529,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/1998,0.413,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/1998,0.439,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/1998,0.492,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/1997,0.566,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/1997,0.477,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/1997,0.557,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/1997,0.479,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/12/1996,0.579,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/9/1996,0.467,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,30/6/1996,0.686,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7010,31/3/1996,0.884,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2013,0.24,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2013,0.256,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2012,0.272,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2012,0.309,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2012,0.237,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2012,0.231,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2011,0.287,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2011,0.254,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2011,0.237,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2011,0.228,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2010,0.241,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2010,0.269,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2010,0.28,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2010,0.257,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2009,0.273,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2009,0.22,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2009,0.234,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2009,0.197,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2008,0.213,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2008,0.147,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2008,0.182,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2008,0.178,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2007,0.212,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2007,0.168,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2007,0.196,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2007,0.174,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2006,0.217,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2006,0.19,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2006,0.176,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2006,0.18,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2005,0.2,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2005,0.142,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2005,0.162,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2005,0.148,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2004,0.18,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2004,0.163,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2004,0.181,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2004,0.173,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2003,0.193,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2003,0.162,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2003,0.189,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2003,0.17,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2002,0.287,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2002,0.194,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2002,0.232,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2002,0.221,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2001,0.291,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2001,0.209,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2001,0.252,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2001,0.296,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/2000,0.463,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/2000,0.236,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/2000,0.269,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/2000,0.294,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/1999,0.556,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/1999,0.31,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/1999,0.476,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/1999,0.384,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/1998,0.556,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/1998,0.431,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/1998,0.493,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/1998,0.46,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/1997,0.732,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/1997,0.458,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/1997,0.654,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/1997,0.547,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/12/1996,0.65,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/9/1996,0.536,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,30/6/1996,0.831,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1004,7015,31/3/1996,0.545,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,30/6/2013,0.099,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,31/3/2013,0.099,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,31/12/2012,0.101,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,30/9/2012,0.052,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,30/6/2012,0.052,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,31/12/2011,0.052,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,30/6/2010,0.053,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,31/3/2010,0.053,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,30/6/2008,0.053,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,31/12/2003,0.048,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,30/9/1999,0.049,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,30/6/1999,0.048,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,31/12/1998,0.143,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,31/12/1997,0.142,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,31/12/1996,0.049,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,30/9/1996,0.049,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,30/6/1996,0.147,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,1,31/3/1996,0.185,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/6/2013,0.652,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/3/2013,0.776,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/12/2012,0.688,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/9/2012,0.741,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/6/2012,0.584,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/3/2012,0.762,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/12/2011,0.622,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/9/2011,0.385,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/6/2011,0.295,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/3/2011,0.39,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/12/2010,0.489,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/9/2010,0.398,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/6/2010,0.45,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/3/2010,0.405,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/12/2009,0.66,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/9/2009,0.469,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/6/2009,0.467,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/3/2009,0.64,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/12/2008,0.578,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/9/2008,0.466,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/6/2008,0.296,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/3/2008,0.3,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/12/2007,0.315,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/9/2007,0.192,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/6/2007,0.263,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/3/2007,0.136,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/12/2006,0.282,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/9/2006,0.284,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/6/2006,0.22,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/3/2006,0.077,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/12/2005,0.313,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/9/2005,0.242,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/6/2005,0.168,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/3/2005,0.512,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/12/2004,0.576,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/9/2004,0.863,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,30/6/2004,0.621,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/3/2004,0.257,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120163,1005,26,31/12/2003,0.088,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
